,Element Count,Element Name,Of Which are Numerical,source
716,8.0,investmentsinotherentitiesmeasuredfairvalue,8.0,frs-102
717,8.0,distributionaveragenumberemployees,8.0,frs-102
718,8.0,creditorsfinancialliability,8.0,frs-102
719,8.0,cashflowsfromdisposalorreductionincontroloversubsidiariesorotherbusinesses,8.0,frs-102
720,8.0,taxincreasedecreasefromeffectindexationallowanceoncapitalgains,8.0,frs-102
723,8.0,debtsecuritiesheld,8.0,frs-102
724,8.0,numberdirectorsaccruingbenefitsunderdefinedbenefitscheme,8.0,frs-102
725,7.0,loansfromgroupundertakingsparticipatinginterests,7.0,frs-102
728,7.0,netcashinflowoutflowfromoperationsbeforemovementsinworkingcapital,7.0,frs-102
729,7.0,increasedecreaseinnetdeferredtaxliabilityfromacquisitionsthroughbusinesscombinations,7.0,frs-102
731,7.0,purchasesadditionsotherthanthroughbusinesscombinationsbiologicalassetscostmodel,7.0,frs-102
732,7.0,increasedecreaseinnetdeferredtaxliabilityfromamountrecognisedinothercomprehensiveincome,7.0,frs-102
736,7.0,biologicalassetscostmodelgross,7.0,frs-102
738,7.0,furtheritemproceedsfromsalesotherlong-termassetsclassifiedasinvestingactivitiescomponentcorrespondingtotal,7.0,frs-102
740,7.0,furtheriteminterestincomecomponenttotalinterestincome,7.0,frs-102
741,6.0,gainlossbeforetaxonsalediscontinuedoperations,6.0,frs-102
742,6.0,amountpaidliabilityincurredinfulfillingguaranteesdirectors,6.0,frs-102
743,6.0,incomefromassociatesjointventuresparticipatinginterests,6.0,frs-102
744,6.0,numberemployeesdate,6.0,frs-102
745,6.0,otherdisposalsbiologicalassetscostmodel,6.0,frs-102
746,6.0,deferredincomeliability,6.0,frs-102
747,6.0,researchdevelopmentaveragenumberemployees,6.0,frs-102
749,6.0,profitlossattributabletoownersparent,6.0,frs-102
750,6.0,pastservicecostdefinedbenefitplan,6.0,frs-102
751,6.0,cumulativegainlossonremeasurementdefinedbenefitplanrecognisedinothercomprehensiveincome,6.0,frs-102
754,6.0,gainlossfromfairvalueadjustmentinvestmentpropertyrecognisedinprofitorloss,6.0,frs-102
755,6.0,furtherrentalleasingincomeitemcomponenttotalrentalleasingincome,6.0,frs-102
756,6.0,furtheritemoperatingincomecomponenttotalotheroperatingincome,6.0,frs-102
758,6.0,loansfromgovernmentotherpublicauthorities,6.0,frs-102
759,6.0,increasedecreasefromtotalimpairmentlossrecognisedorreversedpropertyplantequipment,6.0,frs-102
761,6.0,interestexpenseonfinancialliabilitiesfairvaluethroughprofitorloss,6.0,frs-102
762,6.0,acquiredthroughbusinesscombinationsintangibleassets,6.0,frs-102
763,6.0,otherremainingfinancialliabilities,6.0,frs-102
764,6.0,assumedrateincreasepensionablesalaries,6.0,frs-102
766,6.0,purchasefinancialinvestmentsotherthantradinginvestments,6.0,frs-102
767,6.0,biologicalassetscostmodel,6.0,frs-102
771,5.0,increasedecreaseindeferredtaxliabilityfromamountrecognisedinothercomprehensiveincome,5.0,frs-102
772,5.0,gainlossincashflowsfromchangeinaccrueditems,5.0,frs-102
773,5.0,gainlossfromsalesinvestmentpropertiesrecognisedinprofitorloss,5.0,frs-102
774,5.0,interestpaidtogroupundertakings,5.0,frs-102
775,5.0,gainlossonrevaluationotherassetsnettaxinothercomprehensiveincome,5.0,frs-102
776,5.0,otheremployeeexpense,5.0,frs-102
777,5.0,marketingaveragenumberemployees,5.0,frs-102
778,5.0,repaymentsdebtsecuritiesclassifiedasfinancingactivities,5.0,frs-102
779,5.0,gainlossincashflowsfromchangeinprovisions,5.0,frs-102
780,5.0,deficitsurplusindefinedbenefitplan,5.0,frs-102
781,5.0,impairmentlosspropertyplantequipment,5.0,frs-102
782,5.0,interestexpenseondebtsecuritiesinissueothersimilarloans,5.0,frs-102
783,5.0,otherfinanceincome,5.0,frs-102
785,5.0,debtorsfinancialasset,5.0,frs-102
786,5.0,loanstosubsidiaries,5.0,frs-102
787,5.0,netassetsliabilitiesjointventures,5.0,frs-102
788,5.0,transfersfromtosharepremiumincreasedecreaseinequity,5.0,frs-102
789,5.0,gainlossonrevaluationinvestmentpropertiesnettaxinothercomprehensiveincome,5.0,frs-102
790,5.0,othercashinflowoutflowclassifiedasfinancingactivities,5.0,frs-102
791,4.0,increasedecreaseincashcashequivalentsafterforeignexchangedifferenceschangesinconsolidation,4.0,frs-102
792,4.0,dividendsreceivedclassifiedasoperatingactivities,4.0,frs-102
793,4.0,expensesrecognisedfordoubtfuldebtsowedbyrelatedparties,4.0,frs-102
794,4.0,pensioncostsdefinedbenefitplan,4.0,frs-102
795,4.0,lossonfinancingactivitiesduetoforeignexchangedifferences,4.0,frs-102
796,4.0,carryingamountpropertyplantequipmentpledgedassecurityforliabilities,4.0,frs-102
797,4.0,gainlossondisposalsintangibleassets,4.0,frs-102
798,4.0,otherincreasedecreaseinprovisions,4.0,frs-102
799,4.0,profitlossfromcontinuingoperationsjointventures,4.0,frs-102
800,4.0,taxincreasedecreasefromeffectnon-taxdeductibleamortisationgoodwillimpairment,4.0,frs-102
801,4.0,acquiredthroughbusinesscombinationsinvestmentpropertyfairvaluemodel,4.0,frs-102
803,4.0,gainlossonfinancialassetsfairvaluethroughprofitorloss,4.0,frs-102
804,4.0,exceptionalamountswrittenoffcurrentassets,4.0,frs-102
805,4.0,deferredtaxliabilitiesassumed,4.0,frs-102
806,4.0,transferstofromnon-currentassetsordisposalgroupsheldforsaleintangibleassets,4.0,frs-102
808,4.0,furtheritemcashflowfromusedininvestingactivitiescomponentnetcashflowsfromusedininvestingactivities,4.0,frs-102
809,4.0,furtheritemgainlossincashflowsfromchangeinoperatingliabilitiescomponenttotalgainlossincashflowsfromchangeinoperatingliabilities,4.0,frs-102
810,4.0,proceedsfromsalesintangibleassets,4.0,frs-102
811,4.0,equitysettledshare-basedpaymentsincreasedecreaseinequity,4.0,frs-102
813,4.0,cashreceiptsfromgovernmentgrants,4.0,frs-102
814,4.0,managedfunds,4.0,frs-102
815,4.0,increasedecreaseinnetdeferredtaxliabilityfromacquisitionsthroughbusinesscombinationsdisposals,4.0,frs-102
816,4.0,convertiblebondsinissue,4.0,frs-102
817,4.0,socialsecuritypayable,4.0,frs-102
818,4.0,ownershipinterestinjointventurepercent,4.0,frs-102
819,4.0,furtheritemgainlossincashflowsfromchangeinoperatingassetscomponenttotalgainlossincashflowsfromchangeinoperatingassets,4.0,frs-102
820,4.0,gainlossonrevaluationotherassetsbeforetaxinothercomprehensiveincome,4.0,frs-102
822,4.0,interestexpenseonpreferencesharesclassifiedasdebt,4.0,frs-102
823,4.0,productionsupplies,4.0,frs-102
824,4.0,additionsfromacquisitionsinvestmentpropertyfairvaluemodel,4.0,frs-102
825,3.0,accumulateddepreciationimpairmentbiologicalassetscostmodel,3.0,frs-102
826,3.0,proceedsfromsalesotherlong-termassetsclassifiedasinvestingactivities,3.0,frs-102
827,3.0,furtheritemdirectorremunerationbenefitscomponenttotaldirectorremunerationbenefitsexcludingpaymentstothirdparties,3.0,frs-102
828,3.0,increasefromdepreciationchargeforyearbiologicalassetscostmodel,3.0,frs-102
829,3.0,foreignexchangedifferencesincreasedecreaseinamortisationimpairmentintangibleassets,3.0,frs-102
830,3.0,disposalsdecreaseindepreciationimpairmentbiologicalassetscostmodel,3.0,frs-102
831,3.0,interestincomefromgroupundertakings,3.0,frs-102
833,3.0,taxincreasedecreasefromtransferpricingadjustments,3.0,frs-102
835,3.0,increasedecreasethroughotherchangespropertyplantequipment,3.0,frs-102
836,3.0,purchaseotherlong-termassetsclassifiedasinvestingactivities,3.0,frs-102
838,3.0,cashflowsusedinacquiringorobtainingcontrolsubsidiariesorotherbusinessesclassifiedasinvestingactivities,3.0,frs-102
841,3.0,loanstojointventures,3.0,frs-102
842,3.0,increasedecreasefromforeignexchangedifferencesintangibleassets,3.0,frs-102
845,3.0,audit-relatedassuranceservicesfees,3.0,frs-102
846,3.0,paymentstothirdpartiesfordirectorservices,3.0,frs-102
847,3.0,derivativeliabilities,3.0,frs-102
848,3.0,otherrevenue,3.0,frs-102
850,3.0,gainlossonremeasurementdefinedbenefitplansbeforetaxinothercomprehensiveincome,3.0,frs-102
851,3.0,increasedecreaseinloansowedbyrelatedpartiesduetootherchanges,3.0,frs-102
852,3.0,grossamountduefromcustomersforconstructioncontractworkasasset,3.0,frs-102
853,3.0,definedbenefitliabilitiesfromplansthatarewhollyorpartlyfundedpresentvalue,3.0,frs-102
854,3.0,conversiondebttoequityincreasedecreaseinequity,3.0,frs-102
856,3.0,transferstofrominventoriesinvestmentpropertyfairvaluemodel,3.0,frs-102
857,3.0,fairvalueassetsindefinedbenefitplanslesspresentvaluefundedobligations,3.0,frs-102
858,3.0,definedbenefitliabilitiesfromplansthatarewhollyunfundedpresentvalue,3.0,frs-102
859,3.0,convertibledebtsecuritiesheld,3.0,frs-102
860,3.0,purchaseownsharesexpense,3.0,frs-102
861,3.0,expenseincomefromdefinedbenefitplansettlementscurtailments,3.0,frs-102
862,3.0,furtheritemincreasedecreaseinamortisationimpairmentintangibleassetscomponentcorrespondingtotal,3.0,frs-102
865,3.0,dividendsdeclaredafterreportingdate,3.0,frs-102
868,3.0,proceedsfromissuedebtsecuritiesclassifiedasfinancingactivities,3.0,frs-102
869,3.0,increasedecreaseinassetsdefinedbenefitplanfromremeasurement,3.0,frs-102
870,3.0,increasefromimpairmentlossrecognisedinothercomprehensiveincomeintangibleassets,3.0,frs-102
871,2.0,otherassuranceservicesfees,2.0,frs-102
872,2.0,undatedloancapital,2.0,frs-102
873,2.0,interestincomeonfinancialassetsfairvaluethroughprofitorloss,2.0,frs-102
874,2.0,furthernon-cashitemleadingtogainlossincashflowscomponenttotaladjustmentsfromnon-cashitems,2.0,frs-102
875,2.0,derivativeassets,2.0,frs-102
877,2.0,interestincome,2.0,frs-102
878,2.0,taxincreasedecreasefromeffectunrelievedlossonforeignsubsidiaries,2.0,frs-102
879,2.0,decreaseincreaseinestimaterecoverabledeferredtaxasset,2.0,frs-102
880,2.0,totalassetsassociates,2.0,frs-102
881,2.0,amortisationimpairmentexpenseintangibleassets,2.0,frs-102
882,2.0,numbersharesissuedinperiod-net,2.0,frs-102
883,2.0,totalliabilitiesassociates,2.0,frs-102
884,2.0,incomefromleasingplantequipment,2.0,frs-102
885,2.0,furtheritemgainlossbeforetaxcomponentnetgainlossbeforetax,2.0,frs-102
886,2.0,interestsimilarexpensepayable,2.0,frs-102
888,2.0,increasedecreaseinintangibleassets,2.0,frs-102
890,2.0,paymentstoredeemownshares,2.0,frs-102
894,2.0,rentalleasingincome,2.0,frs-102
898,2.0,decreasethroughdiscontinuedoperationsintangibleassets,2.0,frs-102
900,2.0,transferstofromowner-occupiedpropertyinvestmentpropertyfairvaluemodel,2.0,frs-102
901,2.0,disposalsthroughbusinessdivestiturepropertyplantequipment,2.0,frs-102
903,2.0,othercurrenttaxexpense,2.0,frs-102
904,2.0,interestpaidclassifiedasinvestmentactivities,2.0,frs-102
905,2.0,furtheritemproceedsfromissuingsharesotherequityinstrumentscomponentcorrespondingtotal,2.0,frs-102
906,2.0,increasedecreaseinloansowedtorelatedpartiesduetootherchanges,2.0,frs-102
908,2.0,otherremainingfinancialassets,2.0,frs-102
910,2.0,otherincreasedecreaseindeferredtaxliabilities,2.0,frs-102
912,2.0,propertyheldindefinedbenefitplanfairvalue,2.0,frs-102
913,2.0,audit-relatedassuranceservicesentitysubsidiariesfees,2.0,frs-102
914,2.0,othershort-termemployeebenefits,2.0,frs-102
915,2.0,biologicalassetscurrent,2.0,frs-102
920,2.0,otherfinancialliabilitiesassumed,2.0,frs-102
921,2.0,increaseinassetsdefinedbenefitplanfrominterestincome,2.0,frs-102
922,2.0,actuarialgainlossonassetsdefinedbenefitplan,2.0,frs-102
923,2.0,deferredtaxliabilityassetrelatedtodefinedbenefitplan,2.0,frs-102
924,2.0,furtheritemdividendincomecomponenttotaldividendincome,2.0,frs-102
925,2.0,equitysecuritiesheldindefinedbenefitplanfairvalue,2.0,frs-102
926,2.0,proceedsfromsalesinvestmentproperties,2.0,frs-102
928,2.0,furtheritemcurrenttaxexpensecreditcomponenttotalcurrenttaxexpense,2.0,frs-102
929,2.0,loansfromgroupundertakings,2.0,frs-102
930,2.0,increasedecreasefromotherchangesinvestmentpropertyfairvaluemodel,2.0,frs-102
932,2.0,revaluationsincreasedecreaseinamortisationimpairmentintangibleassets,2.0,frs-102
933,2.0,keymanagementpersonnelcompensationshare-basedpayment,2.0,frs-102
934,2.0,loancapital,2.0,frs-102
935,2.0,loansfromparententities,2.0,frs-102
936,2.0,transfertonon-currentassetsordisposalgroupsheldforsaledecreaseinamortisationimpairmentintangibleassets,2.0,frs-102
938,1.0,proceedsfromfinanceleasesclassifiedasfinancingactivities,1.0,frs-102
940,1.0,amortisationgovernmentgrants,1.0,frs-102
942,1.0,totalgainlossoncashflowhedgesnettaxinothercomprehensiveincome,1.0,frs-102
943,1.0,othercashinflowoutflowclassifiedasinvestingactivities,1.0,frs-102
945,1.0,dividendincome,1.0,frs-102
946,1.0,gainlossondisposalinvestmentsinsubsidiariesassociatesjointventures,1.0,frs-102
947,1.0,nominalvalueownsharessold,1.0,frs-102
948,1.0,revenuefromcommissions,1.0,frs-102
950,1.0,spareparts,1.0,frs-102
951,1.0,increasedecreaseinnetdeferredtaxliabilityfromchangesintaxratesorlaws,1.0,frs-102
953,1.0,othercashinflowoutflowclassifiedasoperatingactivities,1.0,frs-102
955,1.0,increasedecreasethroughotherchangesintangibleassets,1.0,frs-102
956,1.0,increaseinliabilitiesdefinedbenefitplanfromcontributionsbyparticipants,1.0,frs-102
957,1.0,numberdirectorsaccruingretirementbenefits,1.0,frs-102
958,1.0,increasedecreaseinprovisionsthroughbusinesscombinations,1.0,frs-102
959,1.0,othercreditorsassumed,1.0,frs-102
961,1.0,cashreceiptsfromsalesinterestsinassociates,1.0,frs-102
963,1.0,comprehensiveincomeexpenseattributabletoownersparent,1.0,frs-102
964,1.0,revenuearisingfromexchangesgoodsorservicesinterest,1.0,frs-102
965,1.0,increaseinassetsdefinedbenefitplanfromcontributionsbyparticipants,1.0,frs-102
966,1.0,dividendspaidonsharesfirstinterim,1.0,frs-102
968,1.0,numbersharesissuedrelatedtoshare-basedpayments,1.0,frs-102
969,1.0,insurancecosts,1.0,frs-102
970,1.0,increasefromimpairmentlossrecognisedinothercomprehensiveincomepropertyplantequipment,1.0,frs-102
971,1.0,increasedecreasethroughforeignexchangedifferencesinvestmentpropertyfairvaluemodel,1.0,frs-102
972,1.0,rentalincomefromsub-leases,1.0,frs-102
973,1.0,taxincreasedecreasefromeffectexerciseemployeeshareoptions,1.0,frs-102
974,1.0,loansfromassociates,1.0,frs-102
975,1.0,investmentsinassociatesmeasuredfairvalue,1.0,frs-102
976,1.0,salariesdirectors,1.0,frs-102
977,1.0,calledupsharecapitalnotpaidcurrentasset,1.0,frs-102
978,1.0,datedloancapital,1.0,frs-102
980,1.0,assumedrateinflation-rpi,1.0,frs-102
981,1.0,doubletaxationrelief,1.0,frs-102
982,1.0,decreasefromreversalimpairmentlossrecognisedinprofitorlosspropertyplantequipment,1.0,frs-102
983,1.0,cashreceiptsfromrepaymentloansadvancesclassifiedasinvestingactivities,1.0,frs-102
984,1.0,assumedpercentageemployeesoptingforearlyretirement,1.0,frs-102
985,1.0,taxincreasedecreasefromeffectrolloverreliefonprofitondisposalfixedassets,1.0,frs-102
987,1.0,debtsecuritiesheldindefinedbenefitplanpercentage,1.0,frs-102
988,1.0,increaseinliabilitiesdefinedbenefitplanfromcurrentservicecost,1.0,frs-102
989,1.0,otherexternalcharges,1.0,frs-102
991,1.0,amountanyassetrecognisedforexpectedreimbursementforprovision,1.0,frs-102
993,1.0,equitysecuritiesheldindefinedbenefitplanpercentage,1.0,frs-102
994,1.0,taxincreasedecreasefromeffectunrelievedlossondisposaloperations,1.0,frs-102
995,1.0,dividendpersharefirstinterim,1.0,frs-102
996,1.0,carryingamountundercostmodelrevaluedassetsintangibleassets,1.0,frs-102
997,1.0,interestexpenseonliabilitiesdefinedbenefitplan,1.0,frs-102
998,1.0,additionsfromsubsequentexpenditurerecognisedasassetinvestmentpropertyfairvaluemodel,1.0,frs-102
999,1.0,interestincomefromgroupundertakingsparticipatinginterests,1.0,frs-102
1000,1.0,researchdevelopmenttaxcredit,1.0,frs-102
1001,1.0,loansadvancesgrantedtootherrelatedpartiesclassifiedasfinancingactivities,1.0,frs-102
1002,1.0,netcashinflowoutflowfromchangeinborrowingsclassifiedasfinancingactivities,1.0,frs-102
1004,1.0,cashpaymentsforotheradministrativeexpenses,1.0,frs-102
1005,1.0,otherexpenserecognisedinequitynettax,1.0,frs-102
1006,1.0,capitalisationrateforcapitalisedborrowingcostspropertyplantequipment,1.0,frs-102
1007,1.0,increasedecreaseindeferredtaxassetsrecognisedinprofitorloss,1.0,frs-102
1008,1.0,othertaxationadvisoryservicesentitysubsidiariesfees,1.0,frs-102
1009,1.0,inventoriespledgedassecurityforliabilitiescarryingamount,1.0,frs-102
1010,1.0,rentalincomefrominvestmentproperty,1.0,frs-102
1011,1.0,gainlossduetoforeignexchangedifferencesbeforetaxinothercomprehensiveincome,1.0,frs-102
1012,1.0,gainlossfromrevaluationpropertyplantequipmentrecognisedinprofitorloss,1.0,frs-102
1013,1.0,cashcashequivalentsheldindefinedbenefitplanfairvalue,1.0,frs-102
1014,1.0,amountreceivedorreceivableunderlong-termincentiveschemesdirectors,1.0,frs-102
1017,1.0,loansfromsubsidiaries,1.0,frs-102
1018,1.0,gainlossonfinancialassetsliabilitiesfairvaluethroughprofitorloss,1.0,frs-102
1019,1.0,administrationsupportnumberemployeesdate,1.0,frs-102
1,267225.0,directorsigningfinancialstatements,0.0,frs-102
2,267225.0,entitydormanttruefalse,0.0,frs-102
3,267225.0,entitytradingstatus,0.0,frs-102
7,267225.0,accountingstandardsapplied,0.0,frs-102
8,267225.0,accountsstatusauditedorunaudited,0.0,frs-102
9,267225.0,accountstypefullorabbreviated,0.0,frs-102
11,267225.0,dateauthorisationfinancialstatementsforissue,0.0,frs-102
12,266805.0,statementthataccountshavebeenpreparedinaccordancewithprovisionssmallcompaniesregime,0.0,frs-102
13,265852.0,statementthatdirectorsacknowledgetheirresponsibilitiesundercompaniesact,0.0,frs-102
14,264339.0,statementthatmembershavenotrequiredcompanytoobtainanaudit,0.0,frs-102
16,261864.0,legalformentity,0.0,frs-102
17,255901.0,statementthatcompanyentitledtoexemptionfromauditundersection477companiesact2006relatingtosmallcompanies,0.0,frs-102
18,255642.0,nameproductionsoftware,0.0,frs-102
22,232063.0,versionproductionsoftware,0.0,frs-102
25,220545.0,reporttitle,0.0,frs-102
30,157416.0,descriptionbodyauthorisingfinancialstatements,0.0,frs-102
33,137423.0,statementcompliancewithapplicablereportingframework,0.0,frs-102
36,130321.0,scopeaccounts,0.0,frs-102
38,123391.0,financialstatementsarepreparedongoing-concernbasistruefalse,0.0,frs-102
39,120477.0,investmententityrequiredtoapplyexceptionfromconsolidationtruefalse,0.0,frs-102
40,120477.0,companyhaspublishedcommitmenttoukeffectivestewardshipcodetruefalse,0.0,frs-102
43,114491.0,revenuerecognitionpolicy,0.0,frs-102
46,110514.0,reportperiod,0.0,frs-102
47,109950.0,definedbenefitplanmulti-employerplantruefalse,0.0,frs-102
48,109707.0,applicablelegislation,0.0,frs-102
53,96017.0,nameentityaccountants,0.0,frs-102
54,93136.0,taxpolicy,0.0,frs-102
56,84115.0,entityhasclaimedexemptionfromreportingdisclosurerelatedpartytransactionsforwholly-ownedentitiestruefalse,0.0,frs-102
59,75272.0,deferredtaxpolicy,0.0,frs-102
61,69915.0,descriptionmeasurementbasisforpropertyplantequipment,0.0,frs-102
63,64296.0,descriptiondepreciationmethodforpropertyplantequipment,0.0,frs-102
65,51420.0,propertyplantequipmentpolicy,0.0,frs-102
68,45270.0,inventoriespolicy,0.0,frs-102
71,42161.0,generaldescriptionbasismeasurementusedinpreparingfinancialstatements,0.0,frs-102
74,39665.0,entityhastakenexemptionundercompaniesactinnotpublishingitsownprofitlossaccounttruefalse,0.0,frs-102
78,28784.0,entityhasclaimedexemptionfromreportingdisclosurekeymanagementpersonnelcompensationtruefalse,0.0,frs-102
79,25796.0,dateaccountantsreport,0.0,frs-102
81,24945.0,statementthatmembershaveagreedtopreparationabridgedaccountsundersection444companiesact2006,0.0,frs-102
82,24851.0,leasespolicy,0.0,frs-102
83,24160.0,functionalpresentationcurrencypolicy,0.0,frs-102
84,23963.0,cashcashequivalentspolicy,0.0,frs-102
85,22548.0,currentincometaxpolicy,0.0,frs-102
100,16768.0,directorsigningdirectorsreport,0.0,frs-102
103,15933.0,financialinstrumentsclassificationpolicy,0.0,frs-102
104,15443.0,entityhasclaimedexemptionfrompresentingcashflowstatementnotesinlinewithfrs1021.12btruefalse,0.0,frs-102
105,14800.0,financialinstrumentsrecognitionmeasurementpolicy,0.0,frs-102
108,13495.0,foreigncurrencytranslationoperationspolicy,0.0,frs-102
110,13024.0,nameentityauditors,0.0,frs-102
112,12754.0,recoverableamountspecificintangibleassetbasedvalueinusetruefalse,0.0,frs-102
119,11445.0,tradepayablespolicy,0.0,frs-102
120,11308.0,independentvaluerwasinvolvedinrevaluationpropertyplantequipmenttruefalse,0.0,frs-102
121,11249.0,accountantsreportonfinancialstatements,0.0,frs-102
122,11221.0,entityhasclaimedexemptionfromfrs102chapters1112disclosurerequirementsinlinewithfrs1021.12ctruefalse,0.0,frs-102
123,11218.0,entityhasclaimedexemptionfromreportingcertaininformationonsharebasedpaymentsinlinewithfrs1021.12dtruefalse,0.0,frs-102
124,11213.0,entityhasclaimedexemptionfromreportingcomparativeinformationoncertainitemssharecapitalinlinewithfrs1021.12atruefalse,0.0,frs-102
125,11211.0,companyhasactedasanagentduringperiodtruefalse,0.0,frs-102
126,11195.0,reportanamendedrevisedversionpreviouslyfiledreporttruefalse,0.0,frs-102
127,11171.0,entityhasclaimedexemptionfromreportingdisclosurerelatedpartytransactionsforgovernment-relatedentitiestruefalse,0.0,frs-102
128,11168.0,reportaninitialfinancialstatementfrompubliclylistedentitytruefalse,0.0,frs-102
129,11168.0,reportaninterimfinancialstatementfrompubliclylistedentitytruefalse,0.0,frs-102
130,11116.0,generaldescriptionadvancescreditstodirectorsincludingtermsinterestrates,0.0,frs-102
132,10867.0,statementthatcompanyentitledtoexemptionfromauditundersection480companiesact2006relatingtodormantcompanies,0.0,frs-102
133,10828.0,tradereceivablespolicy,0.0,frs-102
137,9623.0,sharecapitalpolicy,0.0,frs-102
139,9459.0,descriptionamortisationmethodforintangibleassets,0.0,frs-102
140,9185.0,descriptionrecognitionbasismeasurementintangibleassets,0.0,frs-102
141,9155.0,nameentitybankers,0.0,frs-102
142,8433.0,statementonscopeaccountantsreport,0.0,frs-102
143,7996.0,nameorlocationaccountantsoffice,0.0,frs-102
145,7529.0,dividendpolicy,0.0,frs-102
149,6776.0,nameparententity,0.0,frs-102
150,6670.0,nameultimatecontrollingpartyifnotultimateparent,0.0,frs-102
155,6172.0,descriptionspecificadvanceorcredititsconditionsindicativeinterestratedirectors,0.0,frs-102
156,5828.0,controllingpartyultimatecontrollingpartytruefalse,0.0,frs-102
158,5544.0,descriptionnaturetransactionsbalanceswithrelatedparties,0.0,frs-102
163,5285.0,lesseepolicy,0.0,frs-102
170,4679.0,nameordescriptionrelatedpartyifnotdefinedbyanothertag,0.0,frs-102
172,4632.0,propertyplantequipmentfree-textcomment,0.0,frs-102
175,4450.0,modelusedtomeasureinvestmentproperty,0.0,frs-102
177,4328.0,statementthatdirectorsreporthasbeenpreparedinaccordancewithprovisionssmallcompaniesregime,0.0,frs-102
179,4287.0,borrowingspolicy,0.0,frs-102
180,4213.0,generaldescriptioncriticalestimatesjudgements,0.0,frs-102
185,3937.0,generaldescriptioneffectsfirsttimeadoptionreasonsforchangeotherfactorsrelevanttotransition,0.0,frs-102
190,3672.0,investmentpropertypolicy,0.0,frs-102
191,3639.0,impairmentfinancialassetspolicy,0.0,frs-102
198,3101.0,reportincludeslistsubsidiariestruefalse,0.0,frs-102
204,2364.0,descriptionwhyentitynotgoing-concernoruncertaintiesovergoing-concernstatus,0.0,frs-102
205,2334.0,descriptionfinancialcommitmentsotherthancapitalcommitments,0.0,frs-102
213,2126.0,generaldescriptionchangesinaccountingpolicies,0.0,frs-102
215,1991.0,impairmentnon-financialassetspolicy,0.0,frs-102
232,1552.0,derivativespolicy,0.0,frs-102
235,1515.0,directorsreportconsistentwithaccountstruefalse,0.0,frs-102
239,1453.0,nameindividualauditor,0.0,frs-102
240,1397.0,descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,0.0,frs-102
243,1338.0,incomestatementfree-textcomment,0.0,frs-102
246,1269.0,descriptionreasonsforspecificshareissue,0.0,frs-102
254,1122.0,employeebenefitsfree-textcomment,0.0,frs-102
255,1116.0,reportprincipallanguage,0.0,frs-102
257,1089.0,descriptionnaturebusinesssubsidiary,0.0,frs-102
258,1088.0,politicaldonationsfree-textcomment,0.0,frs-102
259,1082.0,financeincomecostspolicy,0.0,frs-102
261,1069.0,intangibleassetsfree-textcomment,0.0,frs-102
264,1005.0,lesseefinanceleasepolicy,0.0,frs-102
267,951.0,nameentitylawyersorlegaladvisers,0.0,frs-102
270,902.0,descriptioneventafterreportingdate,0.0,frs-102
277,858.0,descriptionclassshareheldinsubsidiary,0.0,frs-102
282,808.0,borrowingcostspolicy,0.0,frs-102
286,740.0,governmentgrantsothergovernmentassistancepolicy,0.0,frs-102
287,686.0,reportincludesstrategicreporttruefalse,0.0,frs-102
288,674.0,sorpsapplied,0.0,frs-102
289,651.0,valuationfinancialinstrumentspolicy,0.0,frs-102
292,643.0,abbreviatedaccountsareinaccordancewithspecialprovisionsinsection4453companiesactrelatingtomedium-sizedcompaniestruefalse,0.0,frs-102
293,642.0,jointventurenotaccountedforusingequitymethodtruefalse,0.0,frs-102
296,625.0,goingconcerncriticalestimatesjudgements,0.0,frs-102
299,605.0,investmententitiespolicy,0.0,frs-102
304,575.0,revaluationpropertyplantequipmentfree-textcomment,0.0,frs-102
306,549.0,generaldescriptionloansowedbyrelatedpartiesincludingtermsguaranteesreceived,0.0,frs-102
307,546.0,countryincorporationorresidencesubsidiary,0.0,frs-102
308,545.0,investmentpropertyfree-textcomment,0.0,frs-102
311,490.0,morethan200subsidiariestruefalse,0.0,frs-102
315,468.0,sharecapitalfree-textcomment,0.0,frs-102
317,462.0,generaldescriptionimpactnewlyeffectivestandardsorinterpretations,0.0,frs-102
321,436.0,descriptioncapitalcommitments,0.0,frs-102
329,386.0,descriptionnaturepurposereserveswithinequity,0.0,frs-102
332,382.0,nameorlocationofficeperformingaudit,0.0,frs-102
338,364.0,businesscombinationspolicy,0.0,frs-102
342,359.0,descriptionextenttowhichfairvalueinvestmentpropertybasedonvaluationbyindependentvaluer,0.0,frs-102
346,337.0,statementonmattersonwhichauditorreportsbyexception,0.0,frs-102
356,295.0,generaldescriptioncontingentliabilitiesincludingfinancialeffectuncertaintiespossiblereimbursement,0.0,frs-102
357,293.0,descriptioncontributionplan,0.0,frs-102
358,292.0,statementonrespectiveresponsibilitiesdirectorsauditors,0.0,frs-102
359,282.0,generaldescriptionguaranteestheirtermsdirectors,0.0,frs-102
362,278.0,turnoverrevenuefree-textcomment,0.0,frs-102
363,272.0,subsidiaryunconsolidatedtruefalse,0.0,frs-102
367,265.0,descriptionmethodssignificantassumptionsappliedindeterminingfairvalueinvestmentproperty,0.0,frs-102
371,252.0,descriptionmethodsusedtoaccountforinvestmentsinassociatesinseparatefinancialstatements,0.0,frs-102
374,246.0,nameaccountantresponsible,0.0,frs-102
379,227.0,descriptionrelationshipsbetweenentityparentsincludinganychanges,0.0,frs-102
