,Element Count,Element Name,Of Which are Numerical,source
325,14.0,priorperiodpolicychangeadjustmentsgeneralfree-textcomment,0.0,uk-gaap-full
326,13.0,investmentspolicy,0.0,uk-gaap-full
333,12.0,descriptionnaturereasonsfordeparturefromstandarditseffect,0.0,uk-gaap-full
336,11.0,descriptionanychangestopreviousperiodcomparatives,0.0,uk-gaap-full
340,10.0,descriptionrightstovotes,0.0,uk-gaap-full
343,10.0,descriptioncontributionscheme,0.0,uk-gaap-full
347,9.0,principalactivityjoint-venture,0.0,uk-gaap-full
351,9.0,namejoint-venture,0.0,uk-gaap-full
355,8.0,namedefinedcontributionscheme,0.0,uk-gaap-full
358,8.0,capitalcommitmentsfree-textcomment,0.0,uk-gaap-full
359,8.0,principalactivityotherparticipatinginterestorinvestment,0.0,uk-gaap-full
370,7.0,descriptionsignificantestimationtechnique,0.0,uk-gaap-full
379,6.0,lessorpolicies,0.0,uk-gaap-full
381,6.0,descriptionspecificdeparturefromnormalassumption,0.0,uk-gaap-full
384,5.0,descriptioneffectchangeinestimatesresidualvaluestangiblefixedassets,0.0,uk-gaap-full
389,5.0,generalinformationonrightsincludingclassificationsharevariationswithcircumstanceothermatters,0.0,uk-gaap-full
390,5.0,descriptionpensioncommitments,0.0,uk-gaap-full
393,5.0,descriptionclasscapitalassociate,0.0,uk-gaap-full
397,5.0,descriptionclasscapitalotherparticipatinginterestorinvestment,0.0,uk-gaap-full
399,4.0,descriptioneffectspecificrevisiontousefullifetangiblefixedassets,0.0,uk-gaap-full
404,4.0,accountingperiodassociate,0.0,uk-gaap-full
407,4.0,descriptioneffectreasonsforanychangeinmethodsdepreciationtangiblefixedassets,0.0,uk-gaap-full
412,4.0,definedcontributionschemefree-textcomment,0.0,uk-gaap-full
415,4.0,namebusinesssegment,0.0,uk-gaap-full
417,4.0,borrowingsfree-textcomment,0.0,uk-gaap-full
418,4.0,descriptionsubsidiary,0.0,uk-gaap-full
422,4.0,balancesheetfree-textcomment,0.0,uk-gaap-full
442,3.0,subsidiaryfree-textcomment,0.0,uk-gaap-full
447,3.0,descriptionreasonsforpurchaseownshares,0.0,uk-gaap-full
449,3.0,currentassetinvestmentsfree-textcomment,0.0,uk-gaap-full
451,3.0,reservesfree-textcomment,0.0,uk-gaap-full
466,2.0,dividendspolicy,0.0,uk-gaap-full
467,2.0,descriptioneffectreasonsforanychangeinmethodsamortisationintangiblefixedassets,0.0,uk-gaap-full
468,2.0,statementonwhetheraccountsareinaccordancewithsorpanydeviationsfromsorptheirimpact,0.0,uk-gaap-full
471,2.0,descriptioninformationnecessarytogivetruefairview,0.0,uk-gaap-full
473,2.0,descriptiontransitionalmethodforpost-retirementbenefitsotherthanpensions,0.0,uk-gaap-full
480,2.0,associatefree-textcomment,0.0,uk-gaap-full
483,1.0,descriptionrightstodividends,0.0,uk-gaap-full
484,1.0,accountingperiodotherparticipatinginterestorinvestment,0.0,uk-gaap-full
486,1.0,descriptionrightobligationguaranteeorcommitmentnotrecognisedasassetorliability,0.0,uk-gaap-full
487,1.0,taxonprofitonordinaryactivitiesfree-textcomment,0.0,uk-gaap-full
497,1.0,debtorsduewithinoneyearfree-textcomment,0.0,uk-gaap-full
499,1.0,descriptionbusinessreport,0.0,uk-gaap-full
501,1.0,reasonforexclusionfromconsolidation,0.0,uk-gaap-full
508,1.0,statementresponsibilities,0.0,uk-gaap-full
512,1.0,nameemployeebenefittrust,0.0,uk-gaap-full
516,1.0,descriptionchargesonassetsentityinordertosecurethirdpartyliabilities,0.0,uk-gaap-full
519,1.0,countryincorporationotherparticipatinginterestorinvestment,0.0,uk-gaap-full
521,1.0,descriptiondesignationcriteriaforfinancialassetsorliabilitiesfairvaluethroughprofitorloss,0.0,uk-gaap-full
522,1.0,descriptionaccountingstandardconcerned,0.0,uk-gaap-full
527,1.0,descriptiondifferencesinaccountingrulesbetweenanentitysindividualaccountsgroupaccounts,0.0,uk-gaap-full
531,1.0,equityinstrumentspolicy,0.0,uk-gaap-full
536,1.0,principalareaoperationsubsidiary,0.0,uk-gaap-full
537,1.0,descriptiontermsrepaymentrateinterestforfinanceleaseshirepurchasecontractsafterfiveyears,0.0,uk-gaap-full
540,0.0,tradeotherpayablespolicy,0.0,uk-gaap-full
541,0.0,premiumonshareissuessharepremiumaccount-net,0.0,uk-gaap-full
542,0.0,provisionschargedcreditedtostatementtotalrecognisedgainslossesduringperiod,0.0,uk-gaap-full
543,0.0,transferfromtootherreservesaccount,0.0,uk-gaap-full
544,0.0,transferfromtootheraggregatereserves,0.0,uk-gaap-full
545,0.0,totaltransfertofromtotalreserves,0.0,uk-gaap-full
546,0.0,statementonopenmarketvaluenon-specialisedpropertiescarriedonbasisexistingusevalue,0.0,uk-gaap-full
547,0.0,otherfinancecharges,0.0,uk-gaap-full
548,0.0,listedinvestmentsincludedinfixedassetinvestmentsaggregatemarketvalue,0.0,uk-gaap-full
549,0.0,transfertofromprofitlossaccountreservefromtootherreserves,0.0,uk-gaap-full
550,0.0,increasedecreaseindepreciationfollowingprofitlossondisposalfixedassets,0.0,uk-gaap-full
551,0.0,earliestredemptiondateredeemablepreferenceshare,0.0,uk-gaap-full
552,0.0,profitlossaccruedfromexcludedsubsidiaryfollowingcessationsevererestrictions,0.0,uk-gaap-full
553,0.0,increasedecreaseinotherreserves,0.0,uk-gaap-full
554,0.0,explanationwhyfunctionalcurrencydifferentfrompresentationcurrency,0.0,uk-gaap-full
556,0.0,tangiblefixedassetsreversalpastimpairments,0.0,uk-gaap-full
557,0.0,provisionsincreasedecreasefromfairvalueadjustments,0.0,uk-gaap-full
558,0.0,bankborrowingspolicy,0.0,uk-gaap-full
559,0.0,increasedecreaseinukdeferredtaxarisingfromadjustmentforpriorperiods,0.0,uk-gaap-full
560,0.0,othertimingdifferences,0.0,uk-gaap-full
562,0.0,fixedassetinvestmentsincreasedecreasefromtransferstoprovisions,0.0,uk-gaap-full
563,0.0,statementsonstatussubsidiary,0.0,uk-gaap-full
564,0.0,capitalisationownreservesdecreaseincreaseintotalreserves,0.0,uk-gaap-full
565,0.0,interestreceivableonbankdeposits,0.0,uk-gaap-full
566,0.0,directorsinterestinsharesordebenturesentityoritsundertakingsfree-textcomment,0.0,uk-gaap-full
567,0.0,statementtotalrecognisedgainslossesfree-textcomment,0.0,uk-gaap-full
568,0.0,gainlossfromexchangeadjustmentsotheraggregatereserves,0.0,uk-gaap-full
569,0.0,investmentsinassociatespolicy,0.0,uk-gaap-full
570,0.0,descriptionchangetoestimationtechnique,0.0,uk-gaap-full
571,0.0,financialinstrumentsrisksfree-textcomment,0.0,uk-gaap-full
572,0.0,legalformqualifyingpartnership,0.0,uk-gaap-full
573,0.0,statementthattherewasnomaterialdifferencebetweenresultsinprofitlossaccountsthoseonhistoricalcostbasis,0.0,uk-gaap-full
574,0.0,intangiblefixedassetsamortisationnegativegoodwillwrittenback,0.0,uk-gaap-full
575,0.0,lessorfinanceleasehirepurchasecontractincomepolicy,0.0,uk-gaap-full
576,0.0,descriptionanyrestrictionsrelatingtoassetsliabilitiesindividualemployeebenefittrustrecognisedonbalancesheet,0.0,uk-gaap-full
577,0.0,tangiblefixedassetsdepreciationincreasedecreasefromexchangeadjustments,0.0,uk-gaap-full
578,0.0,maximumnumberownsharesheldbyentityinperiod,0.0,uk-gaap-full
579,0.0,descriptionrightsonwindingupincludingpriorityamounts,0.0,uk-gaap-full
580,0.0,amountsowedtojoint-venturesafteroneyear,0.0,uk-gaap-full
581,0.0,netcashpaymentstoacquiresubsidiaries,0.0,uk-gaap-full
582,0.0,proceedsfromissuesharesotherequityinstrumentsexcludingsharesissuedtominorityinterests,0.0,uk-gaap-full
583,0.0,provisionsamountsunusedreversed,0.0,uk-gaap-full
584,0.0,descriptionreasonswhydeferredtaxassetduewithinoneyearshouldberecognised,0.0,uk-gaap-full
585,0.0,definiteredemptiondateredeemablepreferenceshare,0.0,uk-gaap-full
586,0.0,minorityinterestsfree-textcomment,0.0,uk-gaap-full
587,0.0,currentassetsfree-textcomment,0.0,uk-gaap-full
588,0.0,descriptiondifferencebetweenaggregatetangiblefixedassetvaluecostvaluation,0.0,uk-gaap-full
589,0.0,contingentconsiderationsliabilities,0.0,uk-gaap-full
590,0.0,investmentcompanypolicyonallocatingfinancecostsbetweenrevenuecapital,0.0,uk-gaap-full
591,0.0,registeredorheadofficeaddressqualifyingpartnership,0.0,uk-gaap-full
592,0.0,descriptionsecurityforguaranteeifrequired,0.0,uk-gaap-full
593,0.0,statementonwhethercompliancewithsorpvoluntary,0.0,uk-gaap-full
594,0.0,tradeotherpayablesfree-textcomment,0.0,uk-gaap-full
595,0.0,certificatesdeposituk,0.0,uk-gaap-full
596,0.0,amountguaranteed,0.0,uk-gaap-full
597,0.0,intangiblefixedassetsreversalpastimpairments,0.0,uk-gaap-full
598,0.0,deferredtaxcurrentassetduewithinoneyear,0.0,uk-gaap-full
599,0.0,preferencesharesclassifiedasdebtfinancecharges,0.0,uk-gaap-full
600,0.0,unrealisedgainlossonacquisitionordisposalfixedassetinvestments,0.0,uk-gaap-full
601,0.0,descriptionassociate,0.0,uk-gaap-full
602,0.0,descriptionanynon-comparableitemsinprofitlossaccountorbalancesheet,0.0,uk-gaap-full
603,0.0,debtduewithinoneyear,0.0,uk-gaap-full
604,0.0,deferredtaxarisingonothergainslossesrecognisedinthisstatement,0.0,uk-gaap-full
605,0.0,descriptionprobablecontingentassets,0.0,uk-gaap-full
606,0.0,billsexchangeafteroneyear,0.0,uk-gaap-full
607,0.0,descriptionrightsonredemptionincludingdatesamountspayable,0.0,uk-gaap-full
608,0.0,otherofficecostsadministrativeexpenses,0.0,uk-gaap-full
610,0.0,rentalotherincomefrompropertycontributingtoturnover,0.0,uk-gaap-full
611,0.0,premisesrepairsrenewalsmaintenancecostsales,0.0,uk-gaap-full
612,0.0,loansotherthanbanksloansoverdraftsfinancecharges,0.0,uk-gaap-full
613,0.0,corporationtaxrecoverablecurrentassetdueafteroneyear,0.0,uk-gaap-full
614,0.0,vehiclerepairsmaintenanceadministrativeexpenses,0.0,uk-gaap-full
615,0.0,rentpremisesadministrativeexpenses,0.0,uk-gaap-full
616,0.0,wagessalariesadministrativeexpenses,0.0,uk-gaap-full
617,0.0,equityreserve,0.0,uk-gaap-full
618,0.0,purchasesdistributioncosts,0.0,uk-gaap-full
619,0.0,bankborrowingsdebenturesbetweenonetotwoyears,0.0,uk-gaap-full
620,0.0,bankborrowingsdebentures,0.0,uk-gaap-full
621,0.0,fixedassetinvestmentsprovisionsincreasedecreasefromtransfersbetweenitems,0.0,uk-gaap-full
622,0.0,purchasescostsales,0.0,uk-gaap-full
623,0.0,bankloansoverdraftsfinancecharges,0.0,uk-gaap-full
624,0.0,amountsowedtosubsidiarieswithinoneyear,0.0,uk-gaap-full
625,0.0,tradeotherreceivablespolicy,0.0,uk-gaap-full
626,0.0,obligationsunderfinanceleaseshirepurchasecontractsafterfiveyears,0.0,uk-gaap-full
627,0.0,governmentgrantswithinoneyear,0.0,uk-gaap-full
628,0.0,taxationsocialsecuritydueafteroneyear,0.0,uk-gaap-full
629,0.0,intangiblefixedassetsamortisationincreasedecreasefromexchangeadjustment,0.0,uk-gaap-full
630,0.0,servicechargesonpremisescostsales,0.0,uk-gaap-full
631,0.0,computersoftwareitconsumablesmaintenanceadministrativeexpenses,0.0,uk-gaap-full
633,0.0,governmentgrants,0.0,uk-gaap-full
634,0.0,averagecapitalemployed,0.0,uk-gaap-full
635,0.0,gainlossonsaleorterminationoperations,0.0,uk-gaap-full
636,0.0,valuerexternaltoentity,0.0,uk-gaap-full
637,0.0,basisvaluationtangiblefixedassets,0.0,uk-gaap-full
638,0.0,valuationtangiblefixedassets,0.0,uk-gaap-full
639,0.0,datelastfullvaluationifvaluationshavenotbeenupdated,0.0,uk-gaap-full
640,0.0,commitmentsundernon-cancellableoperatingleaseslandbuildings,0.0,uk-gaap-full
642,0.0,long-termcontractsnetcostlessforeseeablelosses,0.0,uk-gaap-full
643,0.0,datefinancialstatementsubsidiary,0.0,uk-gaap-full
644,0.0,purchaseownsharesfree-textcomment,0.0,uk-gaap-full
645,0.0,datefinancialstatementassociate,0.0,uk-gaap-full
646,0.0,depreciationtangiblefixedassetsadministrativeexpenses,0.0,uk-gaap-full
647,0.0,charitabledonationsadministrativeexpenses,0.0,uk-gaap-full
648,0.0,datewhenceasedtobelegalorregisteredname,0.0,uk-gaap-full
649,0.0,bankchargesdetailedpl,0.0,uk-gaap-full
650,0.0,telecommunicationscostsadministrativeexpenses,0.0,uk-gaap-full
651,0.0,marketingadvertisingcostsadministrativeexpenses,0.0,uk-gaap-full
652,0.0,postagecostsadministrativeexpenses,0.0,uk-gaap-full
653,0.0,basisdominantinfluencesubsidiary,0.0,uk-gaap-full
654,0.0,cashflowoutflowfrommanagementliquidresources,0.0,uk-gaap-full
655,0.0,vatcurrentassetduewithinoneyear,0.0,uk-gaap-full
657,0.0,interestpaid,0.0,uk-gaap-full
658,0.0,purchasetangiblefixedassets,0.0,uk-gaap-full
659,0.0,saletangiblefixedassets,0.0,uk-gaap-full
660,0.0,cashflowoutflowfromcapitalexpenditurefinancialinvestment,0.0,uk-gaap-full
661,0.0,equitydividendspaid,0.0,uk-gaap-full
662,0.0,capitalelementfinanceleaserentalpayments,0.0,uk-gaap-full
665,0.0,otherborrowingsinterestpaymentssimilarcharges,0.0,uk-gaap-full
666,0.0,obligationsunderfinanceleasehirepurchasecontracts,0.0,uk-gaap-full
668,0.0,charitabledonations,0.0,uk-gaap-full
670,0.0,bankborrowingsfree-textcomment,0.0,uk-gaap-full
671,0.0,aggregatemarketvaluelistedinvestmentsdate,0.0,uk-gaap-full
672,0.0,debenturesotherloans,0.0,uk-gaap-full
673,0.0,debenturesotherloansfree-textcomment,0.0,uk-gaap-full
674,0.0,fixedassetinvestmentsreservesdisposals,0.0,uk-gaap-full
675,0.0,internalauditservicesadministrativeexpenses,0.0,uk-gaap-full
676,0.0,decreaseincreaseindebtors,0.0,uk-gaap-full
677,0.0,decreaseincreaseinstocks,0.0,uk-gaap-full
678,0.0,totaldepreciationamortisationimpairmentcharges,0.0,uk-gaap-full
679,0.0,directorsfeesadministrativeexpenses,0.0,uk-gaap-full
680,0.0,fixedassetinvestmentsotherincreasedecrease,0.0,uk-gaap-full
681,0.0,ownsharesnumber,0.0,uk-gaap-full
682,0.0,otheroperatingcostscostsales,0.0,uk-gaap-full
683,0.0,freightcarriagedistributioncosts,0.0,uk-gaap-full
684,0.0,advertisingpromotionalcostsdistributioncosts,0.0,uk-gaap-full
685,0.0,entertainingstaffdistributioncosts,0.0,uk-gaap-full
686,0.0,stafftrainingadministrativeexpenses,0.0,uk-gaap-full
687,0.0,directorssalariesadministrativeexpenses,0.0,uk-gaap-full
688,0.0,employersnationalinsurancedirectorsadministrativeexpenses,0.0,uk-gaap-full
690,0.0,travelsubsistenceexpensesadministrativeexpenses,0.0,uk-gaap-full
691,0.0,advertisingpromotionalcostsadministrativeexpenses,0.0,uk-gaap-full
692,0.0,entertainingstaffadministrativeexpenses,0.0,uk-gaap-full
693,0.0,printingpostagestationeryadministrativeexpenses,0.0,uk-gaap-full
694,0.0,datatelecommunicationscostsadministrativeexpenses,0.0,uk-gaap-full
695,0.0,percentagesubsidiaryheldbyindirectholdings,0.0,uk-gaap-full
696,0.0,generaldescriptionfinancialriskfactorstheirmanagement,0.0,uk-gaap-full
697,0.0,statementonscopelegislationcoveringfinancialstatements,0.0,uk-gaap-full
698,0.0,taxationsocialsecurity,0.0,uk-gaap-full
